speciesKey,species,scientificName,genus,family,order,class,numberOfOccurrences,iucnRedListCategory
5294589,Washingtonia filifera,Washingtonia filifera (Rafarin) H.Wendl. ex de Bary,Washingtonia,Arecaceae,Arecales,Liliopsida,4397,LC
3575373,Funastrum heterophyllum,Funastrum heterophyllum (Engelm. ex Torr.) Standl.,Funastrum,Apocynaceae,Gentianales,Magnoliopsida,4397,
2945063,Macroptilium lathyroides,Macroptilium lathyroides (L.) Urb.,Macroptilium,Fabaceae,Fabales,Magnoliopsida,4393,
3171491,Penstemon fruticosus,Penstemon fruticosus (Pursh) Greene,Penstemon,Plantaginaceae,Lamiales,Magnoliopsida,4392,
6413649,Juncus bufonius,Juncus bufonius L.,Juncus,Juncaceae,Poales,Liliopsida,4392,LC
2928673,Evolvulus alsinoides,Evolvulus alsinoides (L.) L.,Evolvulus,Convolvulaceae,Solanales,Magnoliopsida,4388,
3107177,Senecio pterophorus,Senecio pterophorus DC.,Senecio,Asteraceae,Asterales,Magnoliopsida,4387,
3153215,Magnolia tripetala,Magnolia tripetala (L.) L.,Magnolia,Magnoliaceae,Magnoliales,Magnoliopsida,4383,LC
3026675,Spiraea splendens,Spiraea splendens Baumann ex K.Koch,Spiraea,Rosaceae,Rosales,Magnoliopsida,4382,
5617380,Sida abutilifolia,Sida abutilifolia Mill.,Sida,Malvaceae,Malvales,Magnoliopsida,4377,
2883027,Rhododendron periclymenoides,Rhododendron periclymenoides (Michx.) Shinners,Rhododendron,Ericaceae,Ericales,Magnoliopsida,4375,
5406697,Ceiba pentandra,Ceiba pentandra (L.) Gaertn.,Ceiba,Malvaceae,Malvales,Magnoliopsida,4374,LC
2706026,Miscanthus sinensis,Miscanthus sinensis Andersson,Miscanthus,Poaceae,Poales,Liliopsida,4374,
2772666,Hyacinthus orientalis,Hyacinthus orientalis L.,Hyacinthus,Asparagaceae,Asparagales,Liliopsida,4372,
5334275,Lonicera morrowii,Lonicera morrowii A.Gray,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,4368,
3140315,Lactuca canadensis,Lactuca canadensis L.,Lactuca,Asteraceae,Asterales,Magnoliopsida,4365,
3169652,Cascabela thevetia,Cascabela thevetia (L.) Lippold,Cascabela,Apocynaceae,Gentianales,Magnoliopsida,4361,LC
7745385,Madia elegans,Madia elegans D.Don,Madia,Asteraceae,Asterales,Magnoliopsida,4361,
5341443,Thymus pulegioides,Thymus pulegioides L.,Thymus,Lamiaceae,Lamiales,Magnoliopsida,4360,
5687616,Krameria bicolor,Krameria bicolor S.Watson,Krameria,Krameriaceae,Zygophyllales,Magnoliopsida,4358,
2883078,Rhododendron albiflorum,Rhododendron albiflorum Hook.,Rhododendron,Ericaceae,Ericales,Magnoliopsida,4358,
5331325,Viola biflora,Viola biflora L.,Viola,Violaceae,Malpighiales,Magnoliopsida,4355,
5378650,Mallotus paniculatus,Mallotus paniculatus (Lam.) Müll.Arg.,Mallotus,Euphorbiaceae,Malpighiales,Magnoliopsida,4350,LC
3121581,Artemisia dracunculus,Artemisia dracunculus L.,Artemisia,Asteraceae,Asterales,Magnoliopsida,4349,
6443404,Eriophyllum staechadifolium,Eriophyllum staechadifolium Lag.,Eriophyllum,Asteraceae,Asterales,Magnoliopsida,4349,
2805404,Spiranthes romanzoffiana,Spiranthes romanzoffiana Cham.,Spiranthes,Orchidaceae,Asparagales,Liliopsida,4349,LC
6363496,Dianthus superbus,Dianthus superbus L.,Dianthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,4343,
5341276,Cordia boissieri,Cordia boissieri A.DC.,Cordia,Cordiaceae,Boraginales,Magnoliopsida,4343,LC
5372917,Salix interior,Salix interior Rowlee,Salix,Salicaceae,Malpighiales,Magnoliopsida,4339,LC
5341818,Physalis longifolia,Physalis longifolia Nutt.,Physalis,Solanaceae,Solanales,Magnoliopsida,4338,
2750714,Calochortus macrocarpus,Calochortus macrocarpus Douglas,Calochortus,Liliaceae,Liliales,Liliopsida,4338,
7650210,Clarkia rubicunda,Clarkia rubicunda (Lindl.) F.H.Lewis & M.E.Lewis,Clarkia,Onagraceae,Myrtales,Magnoliopsida,4336,
5402625,Iva frutescens,Iva frutescens L.,Iva,Asteraceae,Asterales,Magnoliopsida,4335,
5377064,Lepidium densiflorum,Lepidium densiflorum Schrad.,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,4333,
6447669,Enchylaena tomentosa,Enchylaena tomentosa R.Br.,Enchylaena,Amaranthaceae,Caryophyllales,Magnoliopsida,4331,
5397391,Vernonia gigantea,Vernonia gigantea (Walter) Trel.,Vernonia,Asteraceae,Asterales,Magnoliopsida,4329,
2985709,Penthorum sedoides,Penthorum sedoides L.,Penthorum,Penthoraceae,Saxifragales,Magnoliopsida,4327,LC
4033148,Muehlenbeckia australis,Muehlenbeckia australis (G.Forst.) Meisn.,Muehlenbeckia,Polygonaceae,Caryophyllales,Magnoliopsida,4325,
2777537,Aloe arborescens,Aloe arborescens Mill.,Aloe,Asphodelaceae,Asparagales,Liliopsida,4321,LC
2878247,Quercus turbinella,Quercus turbinella Greene,Quercus,Fagaceae,Fagales,Magnoliopsida,4319,LC
2925756,Lappula squarrosa,Lappula squarrosa (Retz.) Dumort.,Lappula,Boraginaceae,Boraginales,Magnoliopsida,4316,
2880580,Quercus cerris,Quercus cerris L.,Quercus,Fagaceae,Fagales,Magnoliopsida,4311,LC
8365087,Heuchera micrantha,Heuchera micrantha Douglas,Heuchera,Saxifragaceae,Saxifragales,Magnoliopsida,4310,
5368951,Potentilla canadensis,Potentilla canadensis L.,Potentilla,Rosaceae,Rosales,Magnoliopsida,4310,
6376340,Thalictrum aquilegiifolium,Thalictrum aquilegiifolium L.,Thalictrum,Ranunculaceae,Ranunculales,Magnoliopsida,4310,
2882799,Arbutus xalapensis,Arbutus xalapensis Kunth,Arbutus,Ericaceae,Ericales,Magnoliopsida,4307,LC
5372744,Salix lasiolepis,Salix lasiolepis Benth.,Salix,Salicaceae,Malpighiales,Magnoliopsida,4301,LC
5385940,Rafinesquia neomexicana,Rafinesquia neomexicana A.Gray,Rafinesquia,Asteraceae,Asterales,Magnoliopsida,4300,
3171951,Verbascum phoeniceum,Verbascum phoeniceum L.,Verbascum,Scrophulariaceae,Lamiales,Magnoliopsida,4298,
3039379,Ceanothus thyrsiflorus,Ceanothus thyrsiflorus Eschw.,Ceanothus,Rhamnaceae,Rosales,Magnoliopsida,4287,LC
2964319,Lupinus arizonicus,Lupinus arizonicus (S.Watson) S.Watson,Lupinus,Fabaceae,Fabales,Magnoliopsida,4285,LC
3191135,Drosera aberrans,Drosera aberrans (Lowrie & Carlquist) Lowrie & Conran,Drosera,Droseraceae,Caryophyllales,Magnoliopsida,4282,LC
5342838,Astragalus danicus,Astragalus danicus Retz.,Astragalus,Fabaceae,Fabales,Magnoliopsida,4278,
2928120,Phacelia sericea,Phacelia sericea (Graham) A.Gray,Phacelia,Hydrophyllaceae,Boraginales,Magnoliopsida,4278,
5389028,Solidago nemoralis,Solidago nemoralis Aiton,Solidago,Asteraceae,Asterales,Magnoliopsida,4268,
7287011,Lambertia formosa,Lambertia formosa Sm.,Lambertia,Proteaceae,Proteales,Magnoliopsida,4266,LC
4064467,Cynoglossum creticum,Cynoglossum creticum Mill.,Cynoglossum,Boraginaceae,Boraginales,Magnoliopsida,4265,
5352523,Kummerowia striata,Kummerowia striata (Thunb.) Schindl.,Kummerowia,Fabaceae,Fabales,Magnoliopsida,4265,
2967060,Desmodium incanum,Desmodium incanum (Sw.) DC.,Desmodium,Fabaceae,Fabales,Magnoliopsida,4263,
3171669,Chaenorhinum minus,Chaenorhinum minus (L.) Lange,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,4261,
5359499,Trifolium alpestre,Trifolium alpestre L.,Trifolium,Fabaceae,Fabales,Magnoliopsida,4260,
3004638,Rosa setigera,Rosa setigera Michx.,Rosa,Rosaceae,Rosales,Magnoliopsida,4260,
3110610,Ambrosia deltoidea,Ambrosia deltoidea (Torr.) W.W.Payne,Ambrosia,Asteraceae,Asterales,Magnoliopsida,4259,
8400302,Guilandina bonduc,Guilandina bonduc L.,Guilandina,Fabaceae,Fabales,Magnoliopsida,4258,LC
3189704,Plantago patagonica,Plantago patagonica Jacq.,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,4255,
2928538,Ipomoea hederacea,Ipomoea hederacea Jacq.,Ipomoea,Convolvulaceae,Solanales,Magnoliopsida,4254,
3110682,Ambrosia salsola,Ambrosia salsola (Torr. & A.Gray) Strother & B.G.Baldwin,Ambrosia,Asteraceae,Asterales,Magnoliopsida,4252,
5415414,Ruellia strepens,Ruellia strepens L.,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,4252,
7931979,Primula farinosa,Primula farinosa L.,Primula,Primulaceae,Ericales,Magnoliopsida,4248,
5289679,Setaria parviflora,Setaria parviflora (Poir.) Kerguélen,Setaria,Poaceae,Poales,Liliopsida,4248,LC
3034412,Eryngium leavenworthii,Eryngium leavenworthii Torr. & A.Gray,Eryngium,Apiaceae,Apiales,Magnoliopsida,4247,
2932040,Solanum seaforthianum,Solanum seaforthianum Andrews,Solanum,Solanaceae,Solanales,Magnoliopsida,4236,
2928631,Ipomoea alba,Ipomoea alba L.,Ipomoea,Convolvulaceae,Solanales,Magnoliopsida,4236,LC
2960863,Hedysarum boreale,Hedysarum boreale Nutt.,Hedysarum,Fabaceae,Fabales,Magnoliopsida,4236,
2718201,Scirpoides holoschoenus,Scirpoides holoschoenus (L.) Soják,Scirpoides,Cyperaceae,Poales,Liliopsida,4235,LC
3033520,Clematis occidentalis,Clematis occidentalis (Hornem.) DC.,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,4235,
3140423,Lactuca floridana,Lactuca floridana (L.) Gaertn.,Lactuca,Asteraceae,Asterales,Magnoliopsida,4233,
2753594,Clintonia andrewsiana,Clintonia andrewsiana Torr.,Clintonia,Liliaceae,Liliales,Liliopsida,4229,
2918667,Spermacoce remota,Spermacoce remota Lam.,Spermacoce,Rubiaceae,Gentianales,Magnoliopsida,4228,LC
3104293,Liatris pycnostachya,Liatris pycnostachya Michx.,Liatris,Asteraceae,Asterales,Magnoliopsida,4226,
5602614,Narthecium ossifragum,Narthecium ossifragum (L.) Huds.,Narthecium,Nartheciaceae,Dioscoreales,Liliopsida,4222,
3066933,Euphorbia bicolor,Euphorbia bicolor Engelm. & A.Gray,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,4222,
5321723,Diuris orientis,Diuris orientis D.L.Jones,Diuris,Orchidaceae,Asparagales,Liliopsida,4221,
2694689,Tillandsia utriculata,Tillandsia utriculata L.,Tillandsia,Bromeliaceae,Poales,Liliopsida,4220,
2855893,Allium roseum,Allium roseum L.,Allium,Amaryllidaceae,Asparagales,Liliopsida,4217,
4237548,Symphyotrichum divaricatum,Symphyotrichum divaricatum (Nutt.) G.L.Nesom,Symphyotrichum,Asteraceae,Asterales,Magnoliopsida,4216,
5581563,Griselinia littoralis,Griselinia littoralis (Raoul) Raoul,Griselinia,Griseliniaceae,Apiales,Magnoliopsida,4210,LC
7327990,Rhododendron ponticum,Rhododendron ponticum L.,Rhododendron,Ericaceae,Ericales,Magnoliopsida,4209,
5341754,Nicandra physalodes,Nicandra physalodes (L.) Gaertn.,Nicandra,Solanaceae,Solanales,Magnoliopsida,4205,
3121712,Palafoxia arida,Palafoxia arida B.L.Turner & M.I.Morris,Palafoxia,Asteraceae,Asterales,Magnoliopsida,4204,
5299536,Tulipa sylvestris,Tulipa sylvestris L.,Tulipa,Liliaceae,Liliales,Liliopsida,4203,
2767702,Brodiaea elegans,Brodiaea elegans Hoover,Brodiaea,Asparagaceae,Asparagales,Liliopsida,4199,
3054168,Teesdalia nudicaulis,Teesdalia nudicaulis (L.) W.T.Aiton,Teesdalia,Brassicaceae,Brassicales,Magnoliopsida,4198,
5384870,Abronia umbellata,Abronia umbellata Lam.,Abronia,Nyctaginaceae,Caryophyllales,Magnoliopsida,4195,
5341449,Thymus praecox,Thymus praecox Opiz,Thymus,Lamiaceae,Lamiales,Magnoliopsida,4193,
2925558,Vitex rotundifolia,Vitex rotundifolia L.f.,Vitex,Lamiaceae,Lamiales,Magnoliopsida,4192,
2982573,Vigna luteola,Vigna luteola (Jacq.) Benth.,Vigna,Fabaceae,Fabales,Magnoliopsida,4192,LC
2753323,Lilium michiganense,Lilium michiganense Farw.,Lilium,Liliaceae,Liliales,Liliopsida,4191,
2928278,Hydrophyllum capitatum,Hydrophyllum capitatum Douglas ex Benth.,Hydrophyllum,Hydrophyllaceae,Boraginales,Magnoliopsida,4190,
8349333,Mimetes cucullatus,Mimetes cucullatus (L.) R.Br.,Mimetes,Proteaceae,Proteales,Magnoliopsida,4186,LC
2976463,Sesbania vesicaria,Sesbania vesicaria (Jacq.) Elliott,Sesbania,Fabaceae,Fabales,Magnoliopsida,4182,
5414255,Ilex cassine,Ilex cassine L.,Ilex,Aquifoliaceae,Aquifoliales,Magnoliopsida,4180,LC
8023270,Nabalus albus,Nabalus albus (L.) Hook.,Nabalus,Asteraceae,Asterales,Magnoliopsida,4178,
7700511,Fuchsia excorticata,Fuchsia excorticata (J.R.Forst. & G.Forst.) L.fil.,Fuchsia,Onagraceae,Myrtales,Magnoliopsida,4174,LC
3034853,Sanicula arctopoides,Sanicula arctopoides Hook. & Arn.,Sanicula,Apiaceae,Apiales,Magnoliopsida,4171,
2975667,Galega officinalis,Galega officinalis L.,Galega,Fabaceae,Fabales,Magnoliopsida,4170,
7679536,Sparganium erectum,Sparganium erectum L.,Sparganium,Typhaceae,Poales,Liliopsida,4170,LC
5301960,Alpinia purpurata,Alpinia purpurata (Vieill.) K.Schum.,Alpinia,Zingiberaceae,Zingiberales,Liliopsida,4169,
3152450,Sphaeralcea angustifolia,Sphaeralcea angustifolia (Cav.) G.Don,Sphaeralcea,Malvaceae,Malvales,Magnoliopsida,4167,
2766505,Agave lechuguilla,Agave lechuguilla Torr.,Agave,Asparagaceae,Asparagales,Liliopsida,4166,LC
5359037,Trifolium stellatum,Trifolium stellatum L.,Trifolium,Fabaceae,Fabales,Magnoliopsida,4162,
5345014,Astragalus alpinus,Astragalus alpinus L.,Astragalus,Fabaceae,Fabales,Magnoliopsida,4161,
3059942,Croton californicus,Croton californicus Müll.Arg.,Croton,Euphorbiaceae,Malpighiales,Magnoliopsida,4160,
3107969,Senecio integerrimus,Senecio integerrimus Nutt.,Senecio,Asteraceae,Asterales,Magnoliopsida,4159,
3033261,Anemone coronaria,Anemone coronaria L.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,4157,
2974793,Vicia sylvatica,Vicia sylvatica L.,Vicia,Fabaceae,Fabales,Magnoliopsida,4156,
3034279,Lomatium nudicaule,Lomatium nudicaule (Nutt.) J.M.Coult. & Rose,Lomatium,Apiaceae,Apiales,Magnoliopsida,4150,
3072900,Jatropha gossypiifolia,Jatropha gossypiifolia L.,Jatropha,Euphorbiaceae,Malpighiales,Magnoliopsida,4144,LC
5390070,Arnoglossum atriplicifolium,Arnoglossum atriplicifolium (L.) H.Rob.,Arnoglossum,Asteraceae,Asterales,Magnoliopsida,4140,
2970585,Sesbania herbacea,Sesbania herbacea (Mill.) McVaugh,Sesbania,Fabaceae,Fabales,Magnoliopsida,4139,
5328663,Posidonia oceanica,Posidonia oceanica (L.) Delile,Posidonia,Posidoniaceae,Alismatales,Liliopsida,4136,LC
3082282,Plumbago zeylanica,Plumbago zeylanica L.,Plumbago,Plumbaginaceae,Caryophyllales,Magnoliopsida,4133,
7272699,Lonicera implexa,Lonicera implexa Aiton,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,4131,
8382465,Parnassia fimbriata,Parnassia fimbriata Banks,Parnassia,Parnassiaceae,Celastrales,Magnoliopsida,4131,
5296178,Sisyrinchium montanum,Sisyrinchium montanum Greene,Sisyrinchium,Iridaceae,Asparagales,Liliopsida,4124,
3190932,Drosera anglica,Drosera anglica Huds.,Drosera,Droseraceae,Caryophyllales,Magnoliopsida,4123,
2856154,Allium acuminatum,Allium acuminatum Hook.,Allium,Amaryllidaceae,Asparagales,Liliopsida,4120,
5334210,Corydalis aurea,Corydalis aurea Willd.,Corydalis,Papaveraceae,Ranunculales,Magnoliopsida,4119,
2742377,Trillium chloropetalum,Trillium chloropetalum (Torr.) Howell,Trillium,Melanthiaceae,Liliales,Liliopsida,4119,DD
10944522,Mummenhoffia alliacea,Mummenhoffia alliacea (L.) Esmailbegi & Al-Shehbaz,Mummenhoffia,Brassicaceae,Brassicales,Magnoliopsida,4114,
2793158,Ophrys fusca,Ophrys fusca Link,Ophrys,Orchidaceae,Asparagales,Liliopsida,4113,
2962021,Canavalia rosea,Canavalia rosea (Sw.) DC.,Canavalia,Fabaceae,Fabales,Magnoliopsida,4111,LC
3001362,Malus baccata,Malus baccata (L.) Borkh.,Malus,Rosaceae,Rosales,Magnoliopsida,4110,LC
5289762,Lamarckia aurea,Lamarckia aurea (L.) Moench,Lamarckia,Poaceae,Poales,Liliopsida,4109,
2975663,Galega orientalis,Galega orientalis Lam.,Galega,Fabaceae,Fabales,Magnoliopsida,4105,
7298987,Centranthus calcitrapae,Centranthus calcitrapae (L.) Dufr.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,4105,
6366886,Blackstonia perfoliata,Blackstonia perfoliata (L.) Huds.,Blackstonia,Gentianaceae,Gentianales,Magnoliopsida,4104,
2766739,Agave palmeri,Agave palmeri Engelm.,Agave,Asparagaceae,Asparagales,Liliopsida,4103,LC
2985887,Dudleya cymosa,Dudleya cymosa (Lem.) Britton & Rose,Dudleya,Crassulaceae,Saxifragales,Magnoliopsida,4102,
5366922,Potentilla sterilis,Potentilla sterilis (L.) Garcke,Potentilla,Rosaceae,Rosales,Magnoliopsida,4100,
5332004,Betula nana,Betula nana L.,Betula,Betulaceae,Fagales,Magnoliopsida,4100,LC
2773942,Anthericum ramosum,Anthericum ramosum L.,Anthericum,Asparagaceae,Asparagales,Liliopsida,4099,
2701632,Juncus acutus,Juncus acutus L.,Juncus,Juncaceae,Poales,Liliopsida,4096,LC
3170569,Castilleja integra,Castilleja integra A.Gray,Castilleja,Orobanchaceae,Lamiales,Magnoliopsida,4091,
10238910,Lithospermum caroliniense,Lithospermum caroliniense (J.F.Gmel.) Mac Mill.,Lithospermum,Boraginaceae,Boraginales,Magnoliopsida,4090,
2888276,Pyrola chlorantha,Pyrola chlorantha Sw.,Pyrola,Ericaceae,Ericales,Magnoliopsida,4088,
3171556,Penstemon centranthifolius,Penstemon centranthifolius (Benth.) Benth.,Penstemon,Plantaginaceae,Lamiales,Magnoliopsida,4085,
2956947,Senna alata,Senna alata (L.) Roxb.,Senna,Fabaceae,Fabales,Magnoliopsida,4079,LC
5637308,Protea laurifolia,Protea laurifolia Thunb.,Protea,Proteaceae,Proteales,Magnoliopsida,4075,LC
6370240,Rhexia mariana,Rhexia mariana L.,Rhexia,Melastomataceae,Myrtales,Magnoliopsida,4069,
8109957,Eulobus californicus,Eulobus californicus Nutt.,Eulobus,Onagraceae,Myrtales,Magnoliopsida,4068,
5341783,Physalis heterophylla,Physalis heterophylla Nees,Physalis,Solanaceae,Solanales,Magnoliopsida,4065,
8183608,Hexasepalum teres,Hexasepalum teres (Walter) J.H.Kirkbr.,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,4063,DD
3039494,Alphitonia excelsa,Alphitonia excelsa (Fenzl) Benth.,Alphitonia,Rhamnaceae,Rosales,Magnoliopsida,4062,LC
5402627,Iva annua,Iva annua L.,Iva,Asteraceae,Asterales,Magnoliopsida,4062,
2772247,Dichelostemma congestum,Dichelostemma congestum (Sm.) Kunth,Dichelostemma,Asparagaceae,Asparagales,Liliopsida,4058,
2770868,Aphyllanthes monspeliensis,Aphyllanthes monspeliensis L.,Aphyllanthes,Asparagaceae,Asparagales,Liliopsida,4057,LC
7293616,Polygala comosa,Polygala comosa Schkuhr,Polygala,Polygalaceae,Fabales,Magnoliopsida,4054,
3169083,Corynocarpus laevigatus,Corynocarpus laevigatus J.R.Forst. & G.Forst.,Corynocarpus,Corynocarpaceae,Cucurbitales,Magnoliopsida,4053,LC
2927749,Phlox diffusa,Phlox diffusa Benth.,Phlox,Polemoniaceae,Ericales,Magnoliopsida,4052,
2932678,Solanum umbelliferum,Solanum umbelliferum Eschsch.,Solanum,Solanaceae,Solanales,Magnoliopsida,4051,
5414196,Batis maritima,Batis maritima L.,Batis,Bataceae,Brassicales,Magnoliopsida,4048,
5371644,Mitella nuda,Mitella nuda L.,Mitella,Saxifragaceae,Saxifragales,Magnoliopsida,4048,
2888782,Valerianella radiata,Valerianella radiata (Willd.) Dufr.,Valerianella,Caprifoliaceae,Dipsacales,Magnoliopsida,4047,
3070346,Euphorbia nutans,Euphorbia nutans Lag.,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,4043,LC
5408030,Lobelia kalmii,Lobelia kalmii L.,Lobelia,Campanulaceae,Asterales,Magnoliopsida,4041,LC
6070769,Mimulus alatus,Mimulus alatus Aiton,Mimulus,Phrymaceae,Lamiales,Magnoliopsida,4039,LC
5687974,Sedum anglicum,Sedum anglicum Huds.,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,4034,
9556104,Chrysojasminum fruticans,Chrysojasminum fruticans (L.) Banfi,Chrysojasminum,Oleaceae,Lamiales,Magnoliopsida,4033,
3085894,Scleranthus annuus,Scleranthus annuus L.,Scleranthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,4033,
2944215,Gymnocladus dioicus,Gymnocladus dioicus (L.) K.Koch,Gymnocladus,Fabaceae,Fabales,Magnoliopsida,4028,VU
8310802,Triodanis biflora,Triodanis biflora Nieuwl.,Triodanis,Campanulaceae,Asterales,Magnoliopsida,4028,
3170620,Castilleja hispida,Castilleja hispida Benth.,Castilleja,Orobanchaceae,Lamiales,Magnoliopsida,4025,
3091038,Bahiopsis parishii,Bahiopsis parishii (Greene) E.E.Schill. & Panero,Bahiopsis,Asteraceae,Asterales,Magnoliopsida,4022,
2943719,Paraserianthes lophantha,Paraserianthes lophantha (Willd.) I.C.Nielsen,Paraserianthes,Fabaceae,Fabales,Magnoliopsida,4019,LC
5356371,Lathyrus ochroleucus,Lathyrus ochroleucus Hook.,Lathyrus,Fabaceae,Fabales,Magnoliopsida,4014,
4201607,Phedimus spurius,Phedimus spurius (M.Bieb.) 't Hart,Phedimus,Crassulaceae,Saxifragales,Magnoliopsida,4012,
3039270,Elaeagnus pungens,Elaeagnus pungens Thunb.,Elaeagnus,Elaeagnaceae,Rosales,Magnoliopsida,4010,LC
2889588,Eriogonum parvifolium,Eriogonum parvifolium Sm.,Eriogonum,Polygonaceae,Caryophyllales,Magnoliopsida,4009,
3188732,Lythrum alatum,Lythrum alatum Pursh,Lythrum,Lythraceae,Myrtales,Magnoliopsida,4009,LC
5361867,Ulmus rubra,Ulmus rubra Muhl.,Ulmus,Ulmaceae,Rosales,Magnoliopsida,4007,LC
3038393,Schefflera digitata,Schefflera digitata J.R.Forst. & G.Forst.,Schefflera,Araliaceae,Apiales,Magnoliopsida,4001,
2891720,Oxalis incarnata,Oxalis incarnata L.,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,4000,
2985930,Kalanchoe pinnata,Kalanchoe pinnata (Lam.) Pers.,Kalanchoe,Crassulaceae,Saxifragales,Magnoliopsida,3999,
3189495,Hypericum punctatum,Hypericum punctatum Lam.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,3999,
5301200,Potamogeton perfoliatus,Potamogeton perfoliatus L.,Potamogeton,Potamogetonaceae,Alismatales,Liliopsida,3998,LC
8290282,Oxybasis glauca,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch",Oxybasis,Amaranthaceae,Caryophyllales,Magnoliopsida,3995,
3034526,Sium suave,Sium suave Walter,Sium,Apiaceae,Apiales,Magnoliopsida,3983,LC
3088481,Tagetes minuta,Tagetes minuta L.,Tagetes,Asteraceae,Asterales,Magnoliopsida,3982,
5384880,Abronia villosa,Abronia villosa S.Watson,Abronia,Nyctaginaceae,Caryophyllales,Magnoliopsida,3981,
5386903,Tragopogon orientalis,Tragopogon orientalis L.,Tragopogon,Asteraceae,Asterales,Magnoliopsida,3979,
3033107,Helleborus niger,Helleborus niger L.,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,3977,
3007165,Rosa arkansana,Rosa arkansana Port. & Coult.,Rosa,Rosaceae,Rosales,Magnoliopsida,3977,
2878626,Quercus laevis,Quercus laevis Walter,Quercus,Fagaceae,Fagales,Magnoliopsida,3976,LC
3114064,Packera obovata,Packera obovata (Muhl. ex Willd.) W.A.Weber & Á.Löve,Packera,Asteraceae,Asterales,Magnoliopsida,3971,
5828201,Cenchrus clandestinus,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Cenchrus,Poaceae,Poales,Liliopsida,3970,LC
2765322,Tradescantia occidentalis,Tradescantia occidentalis (Britton) Smyth,Tradescantia,Commelinaceae,Commelinales,Liliopsida,3968,LC
5677204,Bouteloua dactyloides,Bouteloua dactyloides (Nutt.) Columbus,Bouteloua,Poaceae,Poales,Liliopsida,3965,
2991373,Rubus parvifolius,Rubus parvifolius L.,Rubus,Rosaceae,Rosales,Magnoliopsida,3964,
5578472,Globularia bisnagarica,Globularia bisnagarica L.,Globularia,Plantaginaceae,Lamiales,Magnoliopsida,3964,
3171145,Misopates orontium,Misopates orontium (L.) Raf.,Misopates,Plantaginaceae,Lamiales,Magnoliopsida,3957,
5304110,Thysanotus patersonii,Thysanotus patersonii R.Br.,Thysanotus,Asparagaceae,Asparagales,Liliopsida,3954,
2868241,Monstera deliciosa,Monstera deliciosa Liebm.,Monstera,Araceae,Alismatales,Liliopsida,3953,
3171787,Scoparia dulcis,Scoparia dulcis L.,Scoparia,Plantaginaceae,Lamiales,Magnoliopsida,3952,
5361935,Ficus religiosa,Ficus religiosa L.,Ficus,Moraceae,Rosales,Magnoliopsida,3949,LC
2724120,Carex praecox,Carex praecox Schreb.,Carex,Cyperaceae,Poales,Liliopsida,3947,
9682933,Cynanchum laeve,Cynanchum laeve (Michx.) Pers.,Cynanchum,Apocynaceae,Gentianales,Magnoliopsida,3944,
7609106,Echinocereus stramineus,Echinocereus stramineus Engelm. ex Rümpler,Echinocereus,Cactaceae,Caryophyllales,Magnoliopsida,3942,LC
5402567,Coronidium scorpioides,Coronidium scorpioides (Labill.) Paul G.Wilson,Coronidium,Asteraceae,Asterales,Magnoliopsida,3941,
4055350,Causonis japonica,Causonis japonica (Thunb. ex Murray) Raf.,Causonis,Vitaceae,Vitales,Magnoliopsida,3938,
2964734,Eysenhardtia texana,Eysenhardtia texana Scheele,Eysenhardtia,Fabaceae,Fabales,Magnoliopsida,3936,LC
3664083,Epilobium montanum,Epilobium montanum L.,Epilobium,Onagraceae,Myrtales,Magnoliopsida,3933,
8236970,Agrimonia parviflora,Agrimonia parviflora Aiton,Agrimonia,Rosaceae,Rosales,Magnoliopsida,3930,
2975816,Acmispon americanus,Acmispon americanus (Nutt.) Rydb.,Acmispon,Fabaceae,Fabales,Magnoliopsida,3929,
2978466,Acacia confusa,Acacia confusa Merr.,Acacia,Fabaceae,Fabales,Magnoliopsida,3929,LC
2956339,Pultenaea daphnoides,Pultenaea daphnoides J.C.Wendl.,Pultenaea,Fabaceae,Fabales,Magnoliopsida,3926,
5387204,Malacothrix saxatilis,Malacothrix saxatilis (Nutt.) Torr. & A.Gray,Malacothrix,Asteraceae,Asterales,Magnoliopsida,3926,
2926569,Lepechinia calycina,Lepechinia calycina (Benth.) Epling,Lepechinia,Lamiaceae,Lamiales,Magnoliopsida,3925,
