speciesKey,species,scientificName,genus,family,order,class,numberOfOccurrences,iucnRedListCategory
3120060,Achillea millefolium,Achillea millefolium L.,Achillea,Asteraceae,Asterales,Magnoliopsida,186173,LC
5358748,Trifolium repens,Trifolium repens L.,Trifolium,Fabaceae,Fabales,Magnoliopsida,176681,
8324121,Trifolium pratense,Trifolium pratense L.,Trifolium,Fabaceae,Fabales,Magnoliopsida,166193,LC
5376075,Alliaria petiolata,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,Brassicaceae,Brassicales,Magnoliopsida,159299,
2926557,Glechoma hederacea,Glechoma hederacea L.,Glechoma,Lamiaceae,Lamiales,Magnoliopsida,146518,
8208358,Plantago lanceolata,Plantago lanceolata L.,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,136207,
9094061,Ficaria verna,Ficaria verna Huds.,Ficaria,Ranunculaceae,Ranunculales,Magnoliopsida,128129,
5341297,Prunella vulgaris,Prunella vulgaris L.,Prunella,Lamiaceae,Lamiales,Magnoliopsida,127043,LC
3189866,Acer negundo,Acer negundo L.,Acer,Sapindaceae,Sapindales,Magnoliopsida,126327,LC
5394163,Taraxacum officinale,Taraxacum officinale Weber ex F.H.Wigg.,Taraxacum,Asteraceae,Asterales,Magnoliopsida,122776,
2926682,Lamium purpureum,Lamium purpureum L.,Lamium,Lamiaceae,Lamiales,Magnoliopsida,118318,
3170247,Asclepias syriaca,Asclepias syriaca L.,Asclepias,Apocynaceae,Gentianales,Magnoliopsida,115018,LC
3113414,Cirsium arvense,Cirsium arvense (L.) Scop.,Cirsium,Asteraceae,Asterales,Magnoliopsida,114493,
3171949,Verbascum thapsus,Verbascum thapsus L.,Verbascum,Scrophulariaceae,Lamiales,Magnoliopsida,113850,
5392252,Cichorium intybus,Cichorium intybus L.,Cichorium,Asteraceae,Asterales,Magnoliopsida,112396,
7960979,Urtica dioica,Urtica dioica L.,Urtica,Urticaceae,Rosales,Magnoliopsida,112016,LC
3117424,Bellis perennis,Bellis perennis L.,Bellis,Asteraceae,Asterales,Magnoliopsida,111942,
6428353,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,Chamaenerion,Onagraceae,Myrtales,Magnoliopsida,109693,
3034742,Daucus carota,Daucus carota L.,Daucus,Apiaceae,Apiales,Magnoliopsida,109403,LC
3112801,Cirsium vulgare,Cirsium vulgare (Savi) Ten.,Cirsium,Asteraceae,Asterales,Magnoliopsida,108600,
3084015,Phytolacca americana,Phytolacca americana L.,Phytolacca,Phytolaccaceae,Caryophyllales,Magnoliopsida,105403,
3149879,Tussilago farfara,Tussilago farfara L.,Tussilago,Asteraceae,Asterales,Magnoliopsida,103064,
2890668,Geranium robertianum,Geranium robertianum L.,Geranium,Geraniaceae,Geraniales,Magnoliopsida,101876,
5334186,Chelidonium majus,Chelidonium majus L.,Chelidonium,Papaveraceae,Ranunculales,Magnoliopsida,97339,
3120946,Artemisia vulgaris,Artemisia vulgaris L.,Artemisia,Asteraceae,Asterales,Magnoliopsida,89779,
3190628,Toxicodendron radicans,Toxicodendron radicans (L.) Kuntze,Toxicodendron,Anacardiaceae,Sapindales,Magnoliopsida,87794,LC
5357013,Lotus corniculatus,Lotus corniculatus L.,Lotus,Fabaceae,Fabales,Magnoliopsida,87675,
7568403,Larrea tridentata,Larrea tridentata (DC.) Coult.,Larrea,Zygophyllaceae,Zygophyllales,Magnoliopsida,86975,
3189767,Plantago major,Plantago major L.,Plantago,Plantaginaceae,Lamiales,Magnoliopsida,86735,LC
3188736,Lythrum salicaria,Lythrum salicaria L.,Lythrum,Lythraceae,Myrtales,Magnoliopsida,86433,LC
2932737,Solanum dulcamara,Solanum dulcamara L.,Solanum,Solanaceae,Solanales,Magnoliopsida,83887,
3033839,Podophyllum peltatum,Podophyllum peltatum L.,Podophyllum,Berberidaceae,Ranunculales,Magnoliopsida,80477,LC
3118274,Tanacetum vulgare,Tanacetum vulgare L.,Tanacetum,Asteraceae,Asterales,Magnoliopsida,80231,
8351737,Hedera helix,Hedera helix L.,Hedera,Araliaceae,Apiales,Magnoliopsida,78404,
3172077,Veronica persica,Veronica persica Poir.,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,78144,
3039194,Parthenocissus quinquefolia,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus,Vitaceae,Vitales,Magnoliopsida,77533,LC
2882274,Fagus grandifolia,Fagus grandifolia Ehrh.,Fagus,Fagaceae,Fagales,Magnoliopsida,76770,LC
3190653,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle,Ailanthus,Simaroubaceae,Sapindales,Magnoliopsida,75144,LC
2891774,Impatiens capensis,Impatiens capensis Meerb.,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,74388,LC
7874883,Veronica chamaedrys,Veronica chamaedrys L.,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,73663,
5290149,Phragmites australis,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites,Poaceae,Poales,Liliopsida,73634,LC
3189846,Acer platanoides,Acer platanoides L.,Acer,Sapindaceae,Sapindales,Magnoliopsida,73418,LC
2928390,Convolvulus arvensis,Convolvulus arvensis L.,Convolvulus,Convolvulaceae,Solanales,Magnoliopsida,73178,
2888353,Monotropa uniflora,Monotropa uniflora L.,Monotropa,Ericaceae,Ericales,Magnoliopsida,71281,
3003244,Rosa multiflora,Rosa multiflora Thunb.,Rosa,Rosaceae,Rosales,Magnoliopsida,71145,
9485490,Erodium cicutarium,Erodium cicutarium (L.) L'Hér.,Erodium,Geraniaceae,Geraniales,Magnoliopsida,71140,
5415020,Linaria vulgaris,Linaria vulgaris Mill.,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,70581,
5334192,Sanguinaria canadensis,Sanguinaria canadensis L.,Sanguinaria,Papaveraceae,Ranunculales,Magnoliopsida,70276,LC
2925892,Echium vulgare,Echium vulgare L.,Echium,Boraginaceae,Boraginales,Magnoliopsida,70251,
2705308,Dactylis glomerata,Dactylis glomerata L.,Dactylis,Poaceae,Poales,Liliopsida,69195,
8848598,Leucanthemum vulgare,Leucanthemum vulgare Lam.,Leucanthemum,Asteraceae,Asterales,Magnoliopsida,67899,
5371685,Caltha palustris,Caltha palustris L.,Caltha,Ranunculaceae,Ranunculales,Magnoliopsida,65905,LC
2927078,Ajuga reptans,Ajuga reptans L.,Ajuga,Lamiaceae,Lamiales,Magnoliopsida,65846,
5375388,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Capsella,Brassicaceae,Brassicales,Magnoliopsida,65661,
2965201,Medicago lupulina,Medicago lupulina L.,Medicago,Fabaceae,Fabales,Magnoliopsida,65291,
2913548,Galium aparine,Galium aparine L.,Galium,Rubiaceae,Gentianales,Magnoliopsida,64883,
5384805,Silene latifolia,Silene latifolia Poir.,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,64246,
5414995,Digitalis purpurea,Digitalis purpurea L.,Digitalis,Plantaginaceae,Lamiales,Magnoliopsida,63773,
2975287,Vicia cracca,Vicia cracca L.,Vicia,Fabaceae,Fabales,Magnoliopsida,63164,
2888723,Sambucus racemosa,Sambucus racemosa L.,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,62569,LC
2769457,Maianthemum racemosum,Maianthemum racemosum (L.) Link,Maianthemum,Asparagaceae,Asparagales,Liliopsida,62261,
3169707,Vinca minor,Vinca minor L.,Vinca,Apocynaceae,Gentianales,Magnoliopsida,61799,
2867316,Arisaema triphyllum,Arisaema triphyllum (L.) Schott,Arisaema,Araceae,Alismatales,Liliopsida,61433,
3084745,Claytonia virginica,Claytonia virginica L.,Claytonia,Montiaceae,Caryophyllales,Magnoliopsida,61140,
3189883,Acer rubrum,Acer rubrum L.,Acer,Sapindaceae,Sapindales,Magnoliopsida,60940,LC
8184903,Lysimachia arvensis,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia,Primulaceae,Ericales,Magnoliopsida,60433,
3034620,Aegopodium podagraria,Aegopodium podagraria L.,Aegopodium,Apiaceae,Apiales,Magnoliopsida,60003,
3152861,Liriodendron tulipifera,Liriodendron tulipifera L.,Liriodendron,Magnoliaceae,Magnoliales,Magnoliopsida,58527,LC
2888380,Eschscholzia californica,Eschscholzia californica Cham.,Eschscholzia,Papaveraceae,Ranunculales,Magnoliopsida,58332,
2971095,Melilotus albus,Melilotus albus Medik.,Melilotus,Fabaceae,Fabales,Magnoliopsida,57829,
2769544,Maianthemum canadense,Maianthemum canadense Desf.,Maianthemum,Asparagaceae,Asparagales,Liliopsida,57341,
5371742,Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus,Apiaceae,Apiales,Magnoliopsida,57277,
2926679,Lamium amplexicaule,Lamium amplexicaule L.,Lamium,Lamiaceae,Lamiales,Magnoliopsida,56703,
5352251,Robinia pseudoacacia,Robinia pseudoacacia L.,Robinia,Fabaceae,Fabales,Magnoliopsida,56386,LC
5338762,Mitchella repens,Mitchella repens L.,Mitchella,Rubiaceae,Gentianales,Magnoliopsida,56269,LC
5334240,Lonicera japonica,Lonicera japonica Thunb.,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,55917,
2888728,Sambucus nigra,Sambucus nigra L.,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,55892,
3012167,Sorbus aucuparia,Sorbus aucuparia L.,Sorbus,Rosaceae,Rosales,Magnoliopsida,55578,LC
2878688,Quercus robur,Quercus robur L.,Quercus,Fagaceae,Fagales,Magnoliopsida,55333,LC
3042291,Hesperis matronalis,Hesperis matronalis L.,Hesperis,Brassicaceae,Brassicales,Magnoliopsida,55241,
3152824,Liquidambar styraciflua,Liquidambar styraciflua L.,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,55152,LC
5391861,Bidens alba,Bidens alba (L.) DC.,Bidens,Asteraceae,Asterales,Magnoliopsida,55115,
2870117,Symplocarpus foetidus,Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,Symplocarpus,Araceae,Alismatales,Liliopsida,54386,
3108983,Senecio vulgaris,Senecio vulgaris L.,Senecio,Asteraceae,Asterales,Magnoliopsida,54317,
5365717,Potentilla indica,Potentilla indica (Andrews) Th.Wolf,Potentilla,Rosaceae,Rosales,Magnoliopsida,53688,
5298231,Iris pseudacorus,Iris pseudacorus L.,Iris,Iridaceae,Asparagales,Liliopsida,53670,LC
2975014,Vicia sativa,Vicia sativa L.,Vicia,Fabaceae,Fabales,Magnoliopsida,53416,LC
3189486,Hypericum perforatum,Hypericum perforatum L.,Hypericum,Hypericaceae,Malpighiales,Magnoliopsida,53327,
3146791,Erigeron canadensis,Erigeron canadensis L.,Erigeron,Asteraceae,Asterales,Magnoliopsida,52712,
2752815,Erythronium americanum,Erythronium americanum Ker Gawl.,Erythronium,Liliaceae,Liliales,Liliopsida,52485,
3033339,Ranunculus repens,Ranunculus repens L.,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,52043,
5384795,Silene dioica,Silene dioica (L.) Clairv.,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,51489,
11071158,Rabelera holostea,Rabelera holostea (L.) M.T.Sharples & E.A.Tripp,Rabelera,Caryophyllaceae,Caryophyllales,Magnoliopsida,50959,
3189870,Acer pseudoplatanus,Acer pseudoplatanus L.,Acer,Sapindaceae,Sapindales,Magnoliopsida,50838,LC
3029817,Fragaria vesca,Fragaria vesca L.,Fragaria,Rosaceae,Rosales,Magnoliopsida,50650,
8435025,Dipsacus fullonum,Dipsacus fullonum L.,Dipsacus,Caprifoliaceae,Dipsacales,Magnoliopsida,50168,
7459480,Convallaria majalis,Convallaria majalis L.,Convallaria,Asparagaceae,Asparagales,Liliopsida,50050,
3021850,Prunus serotina,Prunus serotina Ehrh.,Prunus,Rosaceae,Rosales,Magnoliopsida,49954,LC
2875979,Corylus avellana,Corylus avellana L.,Corylus,Betulaceae,Fagales,Magnoliopsida,49892,LC
5414222,Ilex aquifolium,Ilex aquifolium L.,Ilex,Aquifoliaceae,Aquifoliales,Magnoliopsida,49817,LC
2888605,Viburnum opulus,Viburnum opulus L.,Viburnum,Viburnaceae,Dipsacales,Magnoliopsida,49734,
5353583,Cercis canadensis,Cercis canadensis L.,Cercis,Fabaceae,Fabales,Magnoliopsida,49460,LC
3034002,Sassafras albidum,Sassafras albidum (Nutt.) Nees,Sassafras,Lauraceae,Laurales,Magnoliopsida,48642,LC
3040215,Populus tremuloides,Populus tremuloides Michx.,Populus,Salicaceae,Malpighiales,Magnoliopsida,48295,LC
5380041,Ricinus communis,Ricinus communis L.,Ricinus,Euphorbiaceae,Malpighiales,Magnoliopsida,48038,LC
5369652,Geum urbanum,Geum urbanum L.,Geum,Rosaceae,Rosales,Magnoliopsida,47909,
7902463,Lonicera maackii,Lonicera maackii (Rupr.) Maxim.,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,47857,
5384200,Carnegiea gigantea,Carnegiea gigantea (Engelm.) Britton & Rose,Carnegiea,Cactaceae,Caryophyllales,Magnoliopsida,47672,LC
3190538,Rhus typhina,Rhus typhina L.,Rhus,Anacardiaceae,Sapindales,Magnoliopsida,47573,LC
7808016,Geranium maculatum,Geranium maculatum L.,Geranium,Geraniaceae,Geraniales,Magnoliopsida,47035,
9172281,Silene vulgaris,Silene vulgaris (Moench) Garcke,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,46773,LC
8228544,Sonchus oleraceus,Sonchus oleraceus L.,Sonchus,Asteraceae,Asterales,Magnoliopsida,46225,
3039491,Rhamnus cathartica,Rhamnus cathartica L.,Rhamnus,Rhamnaceae,Rosales,Magnoliopsida,46121,LC
5400552,Ageratina altissima,Ageratina altissima (L.) R.M.King & H.Rob.,Ageratina,Asteraceae,Asterales,Magnoliopsida,45971,
2891770,Impatiens glandulifera,Impatiens glandulifera Royle,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,45710,
3082270,Cornus canadensis,Cornus canadensis L.,Cornus,Cornaceae,Cornales,Magnoliopsida,45624,
2888304,Chimaphila maculata,Chimaphila maculata (L.) Pursh,Chimaphila,Ericaceae,Ericales,Magnoliopsida,45613,
2926683,Lamium album,Lamium album L.,Lamium,Lamiaceae,Lamiales,Magnoliopsida,45611,
3114225,Rudbeckia hirta,Rudbeckia hirta L.,Rudbeckia,Asteraceae,Asterales,Magnoliopsida,45370,
7872219,Rubus parviflorus,Rubus parviflorus Kük.,Rubus,Rosaceae,Rosales,Magnoliopsida,45222,
2882835,Vaccinium vitis-idaea,Vaccinium vitis-idaea L.,Vaccinium,Ericaceae,Ericales,Magnoliopsida,44823,LC
2987999,Filipendula ulmaria,Filipendula ulmaria (L.) Maxim.,Filipendula,Rosaceae,Rosales,Magnoliopsida,44813,LC
5367246,Argentina anserina,Argentina anserina (L.) Rydb.,Argentina,Rosaceae,Rosales,Magnoliopsida,43930,LC
3152820,Platanus occidentalis,Platanus occidentalis L.,Platanus,Platanaceae,Proteales,Magnoliopsida,43760,LC
2820380,Cypripedium acaule,Cypripedium acaule Aiton,Cypripedium,Orchidaceae,Asparagales,Liliopsida,43678,LC
5388602,Jacobaea vulgaris,Jacobaea vulgaris Gaertn.,Jacobaea,Asteraceae,Asterales,Magnoliopsida,43459,
8200663,Cymbalaria muralis,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",Cymbalaria,Plantaginaceae,Lamiales,Magnoliopsida,43144,
2742283,Trillium grandiflorum,Trillium grandiflorum (Michx.) Salisb.,Trillium,Melanthiaceae,Liliales,Liliopsida,43133,LC
8998684,Epipactis helleborine,Epipactis helleborine (L.) Crantz,Epipactis,Orchidaceae,Asparagales,Liliopsida,43013,
3039454,Frangula alnus,Frangula alnus Mill.,Frangula,Rhamnaceae,Rosales,Magnoliopsida,43004,LC
2891661,Oxalis pes-caprae,Oxalis pes-caprae L.,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,43003,
3034826,Heracleum maximum,Heracleum maximum W.Bartram,Heracleum,Apiaceae,Apiales,Magnoliopsida,42922,LC
3169708,Vinca major,Vinca major L.,Vinca,Apocynaceae,Gentianales,Magnoliopsida,42901,
5341129,Callicarpa americana,Callicarpa americana L.,Callicarpa,Lamiaceae,Lamiales,Magnoliopsida,42889,LC
3037021,Aralia nudicaulis,Aralia nudicaulis L.,Aralia,Araliaceae,Apiales,Magnoliopsida,42882,
2889173,Reynoutria japonica,Reynoutria japonica Houtt.,Reynoutria,Polygonaceae,Caryophyllales,Magnoliopsida,42826,
8002952,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,42728,
2882833,Vaccinium myrtillus,Vaccinium myrtillus L.,Vaccinium,Ericaceae,Ericales,Magnoliopsida,42681,
2923947,Cephalanthus occidentalis,Cephalanthus occidentalis L.,Cephalanthus,Rubiaceae,Gentianales,Magnoliopsida,42666,LC
5387821,Gaillardia pulchella,Gaillardia pulchella Foug.,Gaillardia,Asteraceae,Asterales,Magnoliopsida,42614,
3082244,Cornus sericea,Cornus sericea L.,Cornus,Cornaceae,Cornales,Magnoliopsida,42387,LC
2882316,Fagus sylvatica,Fagus sylvatica L.,Fagus,Fagaceae,Fagales,Magnoliopsida,42227,LC
3085360,Saponaria officinalis,Saponaria officinalis L.,Saponaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,42072,
5384604,Stellaria media,Stellaria media (L.) Vill.,Stellaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,42061,
3190621,Toxicodendron diversilobum,Toxicodendron diversilobum (Torr. & A.Gray) Greene,Toxicodendron,Anacardiaceae,Sapindales,Magnoliopsida,41946,
3084719,Portulaca oleracea,Portulaca oleracea L.,Portulaca,Portulacaceae,Caryophyllales,Magnoliopsida,41883,LC
3140490,Lactuca serriola,Lactuca serriola L.,Lactuca,Asteraceae,Asterales,Magnoliopsida,41784,
9220780,Crataegus monogyna,Crataegus monogyna Jacq.,Crataegus,Rosaceae,Rosales,Magnoliopsida,41647,LC
3103791,Matricaria discoidea,Matricaria discoidea DC.,Matricaria,Asteraceae,Asterales,Magnoliopsida,41529,
2932011,Solanum carolinense,Solanum carolinense L.,Solanum,Solanaceae,Solanales,Magnoliopsida,41434,
2880539,Quercus rubra,Quercus rubra L.,Quercus,Fagaceae,Fagales,Magnoliopsida,41270,LC
8377689,Primula veris,Primula veris L.,Primula,Primulaceae,Ericales,Magnoliopsida,41082,
5354656,Cytisus scoparius,Cytisus scoparius (L.) Link,Cytisus,Fabaceae,Fabales,Magnoliopsida,40858,
3172549,Campsis radicans,Campsis radicans (L.) Bureau,Campsis,Bignoniaceae,Lamiales,Magnoliopsida,40793,
3188859,Oenothera speciosa,Oenothera speciosa Nutt.,Oenothera,Onagraceae,Myrtales,Magnoliopsida,40749,
2929892,Solanum elaeagnifolium,Solanum elaeagnifolium Cav.,Solanum,Solanaceae,Solanales,Magnoliopsida,40524,
8193111,Melilotus officinalis,Melilotus officinalis (L.) Lam.,Melilotus,Fabaceae,Fabales,Magnoliopsida,40394,
2882482,Calluna vulgaris,Calluna vulgaris (L.) Hull,Calluna,Ericaceae,Ericales,Magnoliopsida,39672,
6369819,Sambucus canadensis,Sambucus canadensis L.,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,39563,
3170305,Asclepias tuberosa,Asclepias tuberosa L.,Asclepias,Apocynaceae,Gentianales,Magnoliopsida,39491,
8211958,Oxalis acetosella,Oxalis acetosella L.,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,39141,
2882758,Gaultheria shallon,Gaultheria shallon Pursh,Gaultheria,Ericaceae,Ericales,Magnoliopsida,39071,
5414248,Ilex opaca,Ilex opaca Aiton,Ilex,Aquifoliaceae,Aquifoliales,Magnoliopsida,38456,LC
2993094,Rubus idaeus,Rubus idaeus L.,Rubus,Rosaceae,Rosales,Magnoliopsida,38407,
2889433,Eriogonum fasciculatum,Eriogonum fasciculatum Benth.,Eriogonum,Polygonaceae,Caryophyllales,Magnoliopsida,38381,
3053522,Berteroa incana,Berteroa incana (L.) DC.,Berteroa,Brassicaceae,Brassicales,Magnoliopsida,38243,
3134857,Lapsana communis,Lapsana communis L.,Lapsana,Asteraceae,Asterales,Magnoliopsida,38178,
3034807,Conium maculatum,Conium maculatum L.,Conium,Apiaceae,Apiales,Magnoliopsida,37931,
3039267,Elaeagnus umbellata,Elaeagnus umbellata Thunb.,Elaeagnus,Elaeagnaceae,Rosales,Magnoliopsida,37754,LC
3122924,Pilosella aurantiaca,Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Pilosella,Asteraceae,Asterales,Magnoliopsida,37534,
2883005,Kalmia latifolia,Kalmia latifolia L.,Kalmia,Ericaceae,Ericales,Magnoliopsida,37503,LC
5341411,Monarda fistulosa,Monarda fistulosa L.,Monarda,Lamiaceae,Lamiales,Magnoliopsida,37471,
2769493,Maianthemum stellatum,Maianthemum stellatum (L.) Link,Maianthemum,Asparagaceae,Asparagales,Liliopsida,37191,
2742413,Trillium ovatum,Trillium ovatum Pursh,Trillium,Melanthiaceae,Liliales,Liliopsida,36930,LC
2993761,Rubus spectabilis,Rubus spectabilis Pursh,Rubus,Rosaceae,Rosales,Magnoliopsida,36815,
3033197,Aquilegia canadensis,Aquilegia canadensis L.,Aquilegia,Ranunculaceae,Ranunculales,Magnoliopsida,36270,
3132457,Erechtites hieraciifolius,Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites,Asteraceae,Asterales,Magnoliopsida,36166,
2879737,Quercus alba,Quercus alba L.,Quercus,Fagaceae,Fagales,Magnoliopsida,35819,LC
5339050,Sherardia arvensis,Sherardia arvensis L.,Sherardia,Rubiaceae,Gentianales,Magnoliopsida,35778,
3169169,Celastrus orbiculatus,Celastrus orbiculatus Thunb.,Celastrus,Celastraceae,Celastrales,Magnoliopsida,35335,
5370154,Heteromeles arbutifolia,Heteromeles arbutifolia (Lindl.) M.Roem.,Heteromeles,Rosaceae,Rosales,Magnoliopsida,35328,LC
3033896,Berberis thunbergii,Berberis thunbergii DC.,Berberis,Berberidaceae,Ranunculales,Magnoliopsida,35119,
3172049,Veronica officinalis,Veronica officinalis L.,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,34776,
2925303,Lantana camara,Lantana camara L.,Lantana,Verbenaceae,Lamiales,Magnoliopsida,34680,
2882580,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos,Ericaceae,Ericales,Magnoliopsida,34675,
2888443,Papaver rhoeas,Papaver rhoeas L.,Papaver,Papaveraceae,Ranunculales,Magnoliopsida,34644,
7950792,Fragaria virginiana,Fragaria virginiana Duchesne,Fragaria,Rosaceae,Rosales,Magnoliopsida,34333,
3021037,Prunus padus,Prunus padus L.,Prunus,Rosaceae,Rosales,Magnoliopsida,34324,LC
3110588,Ambrosia trifida,Ambrosia trifida L.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,34303,
3046217,Cardamine concatenata,Cardamine concatenata (Michx.) O.Schwarz,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,34188,
2974786,Vicia sepium,Vicia sepium L.,Vicia,Fabaceae,Fabales,Magnoliopsida,34108,LC
2964355,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,Lupinus,Fabaceae,Fabales,Magnoliopsida,34027,LC
2926684,Lamium maculatum,Lamium maculatum (L.) L.,Lamium,Lamiaceae,Lamiales,Magnoliopsida,34011,
2889011,Rumex obtusifolius,Rumex obtusifolius L.,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,33979,
8427624,Oxalis corniculata,Oxalis corniculata L.,Oxalis,Oxalidaceae,Oxalidales,Magnoliopsida,33932,CR
9063248,Galium verum,Galium verum L.,Galium,Rubiaceae,Gentianales,Magnoliopsida,33909,
3034922,Foeniculum vulgare,Foeniculum vulgare Mill.,Foeniculum,Apiaceae,Apiales,Magnoliopsida,33898,
2742342,Trillium erectum,Trillium erectum L.,Trillium,Melanthiaceae,Liliales,Liliopsida,33776,LC
7972010,Cardamine pratensis,Cardamine pratensis L.,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,33628,
2927324,Lamium galeobdolon,Lamium galeobdolon (L.) L.,Lamium,Lamiaceae,Lamiales,Magnoliopsida,33615,
3104179,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch.-Bip,Tripleurospermum,Asteraceae,Asterales,Magnoliopsida,33603,
5334220,Linnaea borealis,Linnaea borealis L.,Linnaea,Caprifoliaceae,Dipsacales,Magnoliopsida,33570,
2808330,Anacamptis pyramidalis,Anacamptis pyramidalis (L.) Rich.,Anacamptis,Orchidaceae,Asparagales,Liliopsida,32906,
3169379,Lysimachia nummularia,Lysimachia nummularia L.,Lysimachia,Primulaceae,Ericales,Magnoliopsida,32831,LC
3117449,Erigeron annuus,Erigeron annuus (L.) Pers.,Erigeron,Asteraceae,Asterales,Magnoliopsida,32815,
2891782,Impatiens parviflora,Impatiens parviflora DC.,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,32709,
3022668,Prunus virginiana,Prunus virginiana L.,Prunus,Rosaceae,Rosales,Magnoliopsida,32705,LC
7983163,Lysimachia borealis,Lysimachia borealis (Raf.) U.Manns & Anderb.,Lysimachia,Primulaceae,Ericales,Magnoliopsida,32683,LC
2889320,Persicaria virginiana,Persicaria virginiana (L.) Gaertn.,Persicaria,Polygonaceae,Caryophyllales,Magnoliopsida,32646,
5341242,Mertensia virginica,Mertensia virginica (L.) Pers. ex Link,Mertensia,Boraginaceae,Boraginales,Magnoliopsida,32597,
3033558,Clematis vitalba,Clematis vitalba L.,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,32474,
3070106,Euphorbia cyparissias,Euphorbia cyparissias L.,Euphorbia,Euphorbiaceae,Malpighiales,Magnoliopsida,32325,
3091480,Calyptocarpus vialis,Calyptocarpus vialis Less.,Calyptocarpus,Asteraceae,Asterales,Magnoliopsida,32311,
3158040,Asimina triloba,Asimina triloba (L.) Dunal,Asimina,Annonaceae,Magnoliales,Magnoliopsida,32182,LC
3189172,Epilobium hirsutum,Epilobium hirsutum L.,Epilobium,Onagraceae,Myrtales,Magnoliopsida,32164,LC
2766030,Pontederia cordata,Pontederia cordata L.,Pontederia,Pontederiaceae,Commelinales,Liliopsida,32014,
3003979,Rosa rugosa,Rosa rugosa Thunb.,Rosa,Rosaceae,Rosales,Magnoliopsida,31849,
3083838,Chenopodium album,Chenopodium album L.,Chenopodium,Amaranthaceae,Caryophyllales,Magnoliopsida,31687,
3033114,Thalictrum thalictroides,Thalictrum thalictroides (L.) A.J.Eames & B.Boivin,Thalictrum,Ranunculaceae,Ranunculales,Magnoliopsida,31627,
3191030,Drosera rotundifolia,Drosera rotundifolia L.,Drosera,Droseraceae,Caryophyllales,Magnoliopsida,31610,LC
5289423,Typha latifolia,Typha latifolia L.,Typha,Typhaceae,Poales,Liliopsida,31558,LC
2888740,Centranthus ruber,Centranthus ruber (L.) DC.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,31548,
5384738,Silene flos-cuculi,Silene flos-cuculi (L.) Greuter & Burdet,Silene,Caryophyllaceae,Caryophyllales,Magnoliopsida,31493,
5371740,Lindera benzoin,Lindera benzoin (L.) Blume,Lindera,Lauraceae,Laurales,Magnoliopsida,31481,LC
2857601,Allium ursinum,Allium ursinum L.,Allium,Amaryllidaceae,Asparagales,Liliopsida,31375,
3189863,Acer campestre,Acer campestre L.,Acer,Sapindaceae,Sapindales,Magnoliopsida,31121,LC
5331916,Betula pendula,Betula pendula Roth,Betula,Betulaceae,Fagales,Magnoliopsida,31080,LC
5408269,Lobelia cardinalis,Lobelia cardinalis L.,Lobelia,Campanulaceae,Asterales,Magnoliopsida,30951,LC
